identificador_boe,publication_date,source_document_sha256,year,boe_series,pre_model_decision,batch_id,batch_rank,batch_hash
BOE-B-2025-10099,2025-03-19,084b7ec2694f4e027c3f0ad77188ce8a227747f10280cfedd25493a3e9296773,2025,B,MODEL_REQUIRED,main-14,128,aaad3ca16cd7bfd5df50c917bffbfb3240b695121c0f847d6f2a184f247153ed
BOE-B-2026-26098,2026-08-04,868a34fc87aa4051f8a7a27527bffdba7654be1af832dd0e840e312729f8ea58,2026,B,MODEL_REQUIRED,main-14,129,aab646505257c8ee8323d30822789f301d797271aafa719562c18cb1cbf08902
BOE-A-2025-25999,2025-12-18,5bc26f578e74584e0d14a677e793043dde3269327e20327f5ce374a1b1d6ed00,2025,A,MODEL_REQUIRED,main-14,130,aabb38fd06e57e07d09f45a7e1811ae6905c7a34081fd65bee526ab8b9592b0a
BOE-B-2024-5282,2024-02-16,b24749361e3bc3230c4af01010d64f021598c7d60f96226265380882db5b8f9f,2024,B,MODEL_REQUIRED,main-14,131,aad6c33c3bf3b5cb9d0b49066175ad20130ffb36aca321e821a673433beac6ff
BOE-B-2024-4022,2024-02-06,168442b79d06748d54f4116e07ff0825db40b7d0d93b15cf217fd00b81802ec5,2024,B,MODEL_REQUIRED,main-14,132,aadb44d4edfe087287c5f422c73c32c2a276a6ebfed041bb14b223cd96060394
BOE-A-2026-2724,2026-02-05,8fb9cb1744db32cb33df481a7084523f62b2806991646db15953027700946bf4,2026,A,MODEL_REQUIRED,main-14,133,aae523d997bfaea50b629ffe30a7ef53012081511154804c9d0c9eb960b73c00
BOE-A-2024-2831,2024-02-14,8f7c1e876ab5329b0e8a09f5bbbda2bf56a7fa3b6c291cf10531b3ad68ed959e,2024,A,MODEL_REQUIRED,main-14,134,aae991db3d3e8565375d96612d1e77085f056c003d036ec29ddf955ffdc0c4b9
BOE-B-2024-42055,2024-11-18,b7a1cbdb015d510e3718ae5241738634d21d910834c7e552e5660ecbe30aebe2,2024,B,MODEL_REQUIRED,main-14,135,aaf131475c8ab6c63877b8885c2dee3d6992566527b89e86fdbc47c8b63be074
BOE-B-2026-8373,2026-03-18,4096079ed975220e62533946a95686a56128e7183acd07109d4cb06a8d91135f,2026,B,MODEL_REQUIRED,main-14,136,ab05747de477a4e92005cce64c7a6d8ff62451313b152126ade016b5c9cfac23
BOE-B-2025-30024,2025-08-20,4ff42f5046407df35a54bfe4b97dc28b4b0888bbbef3a81cdfa7ec9c4315723c,2025,B,MODEL_REQUIRED,main-14,137,ab24558211b440463a24f4661d1259760b3740ae59d778eaec541005c539b935
BOE-B-2025-18385,2025-05-21,1c283126b4eb31dbf806982d597784c95412b6835cffe08be60024f6dc7f2861,2025,B,MODEL_REQUIRED,main-14,138,ab37b7da31724fa872491009e597bd1a04385b8030ac8542373543c5552a6fde
BOE-B-2024-18383,2024-05-21,9adceb0992aba0459338f9dabe7570c90edde563b6b610824588996b6fb7a919,2024,B,MODEL_REQUIRED,main-14,139,ab645b9366e2da5336ecce1975f753cc06942f1f8438f49fb213733f881a9151
BOE-B-2025-47490,2025-12-23,f8f2773398297971c8651ea229ccb649e28d328dea242f84aec4b74c777e565b,2025,B,MODEL_REQUIRED,main-14,140,ab67204071815c5a16d61cc3c80e0d2cad03f5c2e461afc4393ff993603ff920
BOE-A-2026-2131,2026-01-29,5c09894947142d2456e4b7a7fa8e0aef6fa9f491a42c27d5bd3794d87896a2b0,2026,A,MODEL_REQUIRED,main-14,141,ab73a884f45b7cc5d9a5c976b0df62f8764769b49701ac41a66c0f4841fb46c0
BOE-A-2024-24212,2024-11-20,bd048a98bfbb8e2e19115c336471f6c22e61d74e6d318ec0cde633ad7698e470,2024,A,MODEL_REQUIRED,main-14,142,ab7d2bca5e401b67ebfa0ee3b7a51a9b74c6fcbb892e8e71d3a0083e321530e7
BOE-B-2025-29279,2025-08-11,2a204a3f8e461425577991794c39d3aa5ff92ae1adedb8ee4fd5b6eb1e792309,2025,B,MODEL_REQUIRED,main-14,143,abb8095a8b5bba2b7ed12015a85dc68cdcc056e82c00cdd229dcca75fc54c218
BOE-A-2025-14868,2025-07-17,d94edff7f1ef43f5cabf5e78026db544e6700befa0cc715a3c92e03e397fb63e,2025,A,MODEL_REQUIRED,main-14,144,abbf63ec5101929d42a7bd43aad1df9766bfd33311dddce47651136189df8513
BOE-A-2026-14752,2026-07-07,b9ce04b7b09f7bb9dc7d2485784cd897175840e95d5e2a15bd7427ccf1e885a3,2026,A,MODEL_REQUIRED,main-14,145,abc73b6578aa5eea88b50c876288d58760df403145bb37b4263942df20ebdac2
BOE-A-2024-2834,2024-02-14,689e75ffa246d9d03b30c3b32b92ad211e64912da2398a4b2f6e680654017fb9,2024,A,MODEL_REQUIRED,main-14,146,abd84405b98bb85c82cac6e44db6113d02be216f70dcb4bd3b4ed8f17bcd8a85
BOE-A-2024-25963,2024-12-12,83717599c7e855aa410cf06fd70c77f4958f6bc8ba70c1124296a557b7b5a6d3,2024,A,MODEL_REQUIRED,main-14,147,abe9bb4532df91b35f33fe0a1ee30aa0433874b579ba49e1f329f4f1d0da5d55
BOE-A-2025-19986,2025-10-07,46479e6bd73a4865958002b6854bf56946e7505ea3be4ed49ef0f684413355a2,2025,A,MODEL_REQUIRED,main-14,148,abf61af912af472106a5046d66cf0616af4f6dbb3cfe135ec9028b89624ad52f
BOE-A-2025-17302,2025-08-28,d424d81dd41a8a33e9a6a53ca41aff06b34a82ec4d906bf4f5d64b438abf7146,2025,A,MODEL_REQUIRED,main-14,149,ac0168b7a79cf55bc10c56d5d2e5270b2ef24c88bbc8e0738449cc3500effd2b
BOE-A-2024-14823,2024-07-18,a82e74a2cd8351ba9235dd19ee6fa30b09ad7579917e2326abe67b6a22190d72,2024,A,MODEL_REQUIRED,main-14,150,ac094621eb940f7992d7714ade91a451b119e2384e5f399be1c46d187375ca49
BOE-B-2025-1884,2025-01-21,73ecf7b385c3c57c65990de88f2d5d3e1d7fa9ee7fa0141a1000979d04d2c318,2025,B,MODEL_REQUIRED,main-14,151,ac0ff7529d5514e76c69036bae682280902bb650ff845c8b6aeb1e8a60d15edd
BOE-B-2025-30003,2025-08-20,a5cef82ba62125127c5994167fe7654be160b40acac3110c97fb16c381a8ff9d,2025,B,MODEL_REQUIRED,main-14,152,ac201c1b25fa1c97457b4173c64471d5f4da7d3a7811c0a13cc32796bee2f42d
BOE-B-2025-36181,2025-10-07,7d316b7c54641ec645b74c82b4919b560b7ad4efd545ea969f46651ba89f783c,2025,B,MODEL_REQUIRED,main-14,153,ac2b2a5e23a25772ef6c407ca5854a7ff96794ccbcf76ed0b6e75274330493db
BOE-A-2025-4591,2025-03-07,b7fe82575fdd4e29854cce5b1469b0bfc3a0127b06e73dd442398bc2ac4eca85,2025,A,MODEL_REQUIRED,main-14,154,ac4352dc0c90a4990251d7b364f7f6d19abf136c20b2f2a75c8f5f0580fc6fb5
BOE-B-2025-46497,2025-12-16,7b071d18317120580d285bcdcffb54174287cc2f1e388c1ce9dab2ba905261b4,2025,B,MODEL_REQUIRED,main-14,155,ac555e9e6ab6c55218067881ed9170220224d0353ef80a118822bde71ef50db7
BOE-A-2024-5597,2024-03-20,df2d37dc1269922b0a3996eff8386b2a8ddd298e3791ead5e13bdd15f8fa74b3,2024,A,MODEL_REQUIRED,main-14,156,ac61e17ef8db23323288012c889149b48a1f1cc8c94c23f480340c5ac7673ee4
BOE-B-2024-3864,2024-02-05,ddb9e91fa2b54a4c6b655cf55cf9be444fdcdcd2506e41dedd5e21fc661a641f,2024,B,MODEL_REQUIRED,main-14,157,ac783c8f8762113390c13e5d3ee692515af3341020b02bb7ce13a050eb1b98f3
BOE-A-2025-23027,2025-11-13,e76ce704e6700c608dfa7af6b55981da35ee85e76985c56c67aaaec36591cb36,2025,A,MODEL_REQUIRED,main-14,158,ac79bd8d0325f0f91d0a782c272a18ea6a0939a2eefaa8f3225adee044fcecf2
BOE-B-2024-87,2024-01-02,9eba9c0b92c2faf864a9fcf76dc60fd3cd87cf6bb8c04c98def66ecb548211d0,2024,B,MODEL_REQUIRED,main-14,159,acb6c638cbc0f99e0bbc43e593cc31079371a0e5c700d5b3eeb6ea01fc94ad99
BOE-A-2024-2084,2024-02-03,c614b164b8819cff9b852fb7fca0be67c7dbf4701c72d3f5148118d89d0a85c1,2024,A,MODEL_REQUIRED,main-14,160,acd5770bed5c6232cf8220e61f029fe14c257be114f3e2d3c2a064621adbe058
BOE-A-2024-2945,2024-02-15,b1adad84532eb4194e7688f571717b42cc5af2cdc7a53504e1280decbecb0caf,2024,A,MODEL_REQUIRED,main-14,161,acde0e754bd6378473398e3b7c084a94a2bac9e114c4d7232750bdcbdac80a56
BOE-A-2024-16770,2024-08-12,3f24d5d74747b7c9bc6b5786feffc6aee013b69b995a1392f2c872b01fd13d6e,2024,A,MODEL_REQUIRED,main-14,162,ace3d17d4fbd28460276fbeed9d1cbe49264f500a027c1461c72b4db8da66329
BOE-A-2026-4157,2026-02-23,d1be9556cc84b443df97ce152e96b074f457b949efc1e5e8041e1552ee205359,2026,A,MODEL_REQUIRED,main-14,163,acf5a1db62c6d766db780bcc76fdd1ff5fe56a4f90bd3115da78b5dfaf5c6856
BOE-B-2026-6374,2026-03-02,2a482cb93bdc99dc22f28c201514cd5f1eec39d8e97249baa52fa308e6be8ff1,2026,B,MODEL_REQUIRED,main-14,164,acfb09c588eeb1f03fb53e04c574594a9ba1ab9fd5a694d208e7a47fa10fc1b2
BOE-B-2024-13656,2024-04-15,25d2a1723ed451b70de3698670a13eccc4ae961429fa3eeeab423d7056818265,2024,B,MODEL_REQUIRED,main-14,165,ad02066c7b2874b90412b79036568b2599dd25be3c244f1b5499ba45de1b4239
BOE-A-2025-15822,2025-07-30,4054b78f029ce78458257498b3a444ee46b309e8df41d530e4111a2c9d8d809e,2025,A,MODEL_REQUIRED,main-14,166,ad0321df11fef13c0aa34cd8b867f5299d9762d90a76675d2c16e3477e6a785c
BOE-A-2024-14069,2024-07-09,d86f0c52b87df9c1996163944674e3d7bf01c75d41973129716d20f6101d47d4,2024,A,MODEL_REQUIRED,main-14,167,ad1e38e8555d81b7e4c03e86f62d021668dd1ec70e7a5ccc957375b4dcc33527
BOE-B-2025-9149,2025-03-13,67f2acbaad81367a2bd2a7af4c1d46dea25a7e6f9c23e7ccb970ea18393d8082,2025,B,MODEL_REQUIRED,main-14,168,ad3bfd862f61126725bfb7262f77bd2a0fc212ed0043d24648e2c3f17d05f3e7
BOE-B-2026-6543,2026-03-03,06ee2713bcbd9a741b5f01034ace821ba987c45136d36d2073c7fc02e20764fe,2026,B,MODEL_REQUIRED,main-14,169,ad71ad9ce1235a141b1f75ba4388fe3755b5cd3fd5b61dd9338e6670ecf81a4c
BOE-A-2024-8459,2024-04-26,4bcb9935adbfd46ebcffda0d8e727efffc18a001140e15c52a4fa22730ff7b18,2024,A,MODEL_REQUIRED,main-14,170,ad8ce6ade25800391909d39425e56126484ebd90974ad4c776398792c36c5a5e
BOE-A-2025-26331,2025-12-22,5389da08697ed20b6a550ff5e331cfd244614e0ec922ede11fb67ec5c8c8f7b0,2025,A,MODEL_REQUIRED,main-14,171,adb1d15fd26c44d20983c8ada414fd50c0e10e91dd66404fd467b373637f0ca2
BOE-B-2026-45,2026-01-01,babb304a2e1af75abe4786cf506c0fcbe4285df386ddeb5340eddb31a948a264,2026,B,MODEL_REQUIRED,main-14,172,adb772dbee36f8ee4f37c7e93d800283cba150e7163f82216781b2ef6877671f
BOE-B-2025-41353,2025-11-12,fe1fccd2c5d484eebc4af8a90bd8eec4ddab3601b53da3899bb9dd148b808dc9,2025,B,MODEL_REQUIRED,main-14,173,adb8e301467c8e891e5c81f0fc8dece3967841381ceb5a2b79f7eb531a4ec022
BOE-B-2026-10024,2026-03-31,593aae5a7ff66b0ae7aa896f13d0f7b7024dd8b0f2dbf50a782cb36f211a45ca,2026,B,MODEL_REQUIRED,main-14,174,adbb1cad838daa07b67c43eb001c45a62ff16634ba67d236e5b834acc8dd58b2
BOE-B-2024-29176,2024-08-12,1e180219da32f39c9f8906c353adc67f5e303ada2f867307785f7d99576559bb,2024,B,MODEL_REQUIRED,main-14,175,adbff19d9fa137388f094117e563f9e05d58ee745a9138406c4341c05b275863
BOE-A-2024-10222,2024-05-21,84bc09a07deef01d44f70f9505ea356ea9d37fa3cb3cdf7505380c897c83c048,2024,A,MODEL_REQUIRED,main-14,176,adc3f1378d996a905e71d94b5921fe2cf958e9cc1201ed5fb11feebbc5332105
BOE-A-2024-7109,2024-04-10,5fb6a605cf856579d8ce32dbf545862cea9802b6aa584da58a208c4e6b633dcc,2024,A,MODEL_REQUIRED,main-14,177,add329f72719b22f3fff81de80a34cba267a2b1269f0733167bcad57505d848d
BOE-A-2025-6762,2025-04-03,10574f28066f83edef9386672f0b28bac9d185812c3abf4515f9efb577969dce,2025,A,MODEL_REQUIRED,main-14,178,addcd045bfa3282aed12a7892a016b17276e35313d4ef1abffe8195526d455d0
BOE-B-2025-5376,2025-02-15,756dba2cd264599da91b4de96b7266f5e2366cda11a274d5bc33db17815d2aed,2025,B,MODEL_REQUIRED,main-14,179,ade00137e2b2d26ab87b8e67e3a71a3422e828d83b07c85dd2d3a6c747983590
BOE-B-2024-18384,2024-05-21,2cfdeb58997cdcb219b5bb9be210a8440679c49b2b6a104059b7b012bce1a00b,2024,B,MODEL_REQUIRED,main-14,180,adf3f365e25fadc2aa7b2617b6f0cfe56120918867230d6042582ca0eb90e637
BOE-A-2024-8067,2024-04-23,d5a092203319687083a70a8fe0ebefcdd661ac9c2cb305f54654024768350241,2024,A,MODEL_REQUIRED,main-14,181,adf85a1698d1bd8c7fc9e7a369d398a4521fc044ad286ea7863fb31f2e207354
BOE-A-2024-16019,2024-08-02,18484c2b2b9de4079df6468509f041d580140a895a2abe17328f03f573f81f51,2024,A,MODEL_REQUIRED,main-14,182,ae213e203d8cf772dd87c103de8d4998da0aeed8c01454ebe4ee6dcc8cf31ee3
BOE-B-2024-36393,2024-10-11,a7952900958089f17fb4225775ec37009fe2d1d8016da6525fac1bc0630dec13,2024,B,MODEL_REQUIRED,main-14,183,ae27eceeace79296863a64b6f7ee1f5e6399ee3da8fb62f51a4e53ccb3ef0119
BOE-B-2025-5522,2025-02-17,40373928594347bf6b9287ed6c51b00be86b1566b75ece177d80b4feb7dbd412,2025,B,MODEL_REQUIRED,main-14,184,ae2b4d1fb196b6c0140504d14e857df56695741c7ad8603283eeb7aac9150d30
BOE-B-2024-17150,2024-05-11,b196f3c72f19011616378fbc7e20e04391139bde03c70cfba189bb5ad09fe5df,2024,B,MODEL_REQUIRED,main-14,185,ae5b471750d3ccd9f4e8b1fa7a77a03df61265055a244074e62488cb45b2bd75
BOE-B-2024-43166,2024-11-25,43a53b784a78e2014656de2df7559d9e63249535bb27c7fe9bf4140ae1bf028f,2024,B,MODEL_REQUIRED,main-14,186,ae6ee0fa2795df278e7b8cad32dfa2b91cff380f79f548cd6cf0d4fa8812f440
BOE-B-2025-28878,2025-08-08,09609cb429ff593f08af8ca9e5ff6b2b1cdd6f7031eca52e7d6e32dfe51130bc,2025,B,MODEL_REQUIRED,main-14,187,ae9c15b2e6d89baeb8f9647a0c048abe3d5cab01feb57dc10b5431c123186e9d
BOE-A-2024-24560,2024-11-25,6e091724563ff71308b2f19ff33787811ac4208924473079b87f998454ee7b68,2024,A,MODEL_REQUIRED,main-14,188,ae9df036b99837d926f87bbd1bb77a0af7b41101a17062dd0d030ffab347a486
BOE-A-2024-6057,2024-03-26,fc07fc7f51dc804033de7701720044724e263b0b31c46a56a8dbe97896812266,2024,A,MODEL_REQUIRED,main-14,189,aea316df33d2c838ee6faa3458583373c75c57d97d2459aa6d1db18e0aa02663
BOE-B-2024-37318,2024-10-17,2bfb569aa72ac52f1ffcad27a67870488c87d4cbc63cd682bb245be7cbe967f3,2024,B,MODEL_REQUIRED,main-14,190,aea72fb75ff44a7c2da87fa007ad48afe39e8ca51ee2a9c60976e7090df80be1
BOE-A-2025-2764,2025-02-13,5708bfd0009c03a37ff30d7e546de1fa183ce003aa5f43ba0a25f8404c0e3a55,2025,A,MODEL_REQUIRED,main-14,191,aea8242956e77aa1a6913436e02cf85ac39ff8cac36bcbb88f787e38e3c34405
BOE-A-2026-5385,2026-03-07,4cb6904859057aa92ff4a9b761ced908b191ba350d525a67bfbf11b69eaa7aee,2026,A,MODEL_REQUIRED,main-14,192,aeab717e8782b5af62346ec8007210845e5bfb7b54fef0dbcf34d9db5c889199
BOE-B-2025-32428,2025-09-11,603a2a401def6a6d550854db296be267db28f189c270d3222a364d29ae0e51eb,2025,B,MODEL_REQUIRED,main-14,193,aeb7ddfd54d498f360d185b993fa94e373f3bc8ece79e29a7c178c3c42a316b5
BOE-B-2024-33789,2024-09-24,2f5947e7cdab27d344c421aa92862d7fac09d61e9e0c2f73fc46c33b01981142,2024,B,MODEL_REQUIRED,main-14,194,aee5c9a25b1ce66b8bb7648a832cfdf0012cb52d585a80e41a9674655e9be670
BOE-B-2025-10651,2025-03-22,a6905a0e8d67fb05aa9558694d21bcf713b1cde855485700f0075e6f6f5f6774,2025,B,MODEL_REQUIRED,main-14,195,af0a3bd99a8da324e3969f7f38c215900653a231ffaae8d06fc59def2e7b4492
BOE-A-2025-6175,2025-03-27,329dd675e09bff16cacbba0a8e8070c827a7b83de19f2d565be60629c4541e8b,2025,A,MODEL_REQUIRED,main-14,196,af0ce4f44bb0b789e40e86c9354810c87308cbcfd272ecd21186b06209881ed7
BOE-B-2026-24346,2026-07-16,01229be470cdc39b702dd49d63b567a2c79f01c48572f27cdb468fc5b0d25c98,2026,B,MODEL_REQUIRED,main-14,197,af0f07bba587fa8a9a58fed6d9fdc73e25f8fe4f8d66aaad498774ae01415096
BOE-A-2024-21386,2024-10-18,0e926c44e34c521f2350cb5c47c5464387cbc013da5b37303f2eac4a703dfe06,2024,A,MODEL_REQUIRED,main-14,198,af13bcb85c22d4456ae01d3a184f668e72130f38434cb1bbd8ccb50fa52bb69d
BOE-B-2025-43614,2025-11-25,52816ee5d6581a61819c6d94ba68fbc42b9bde315200583b1e702da9dad96bbb,2025,B,MODEL_REQUIRED,main-14,199,af17d8306bedd61e859dbfc4f2301a432fbe8040ad566524b20a4a009ae09130
BOE-A-2024-261,2024-01-04,40b8d28dc378bbd679bdafb860319c1156102f0ed430dee1d28a35be7b7be8cd,2024,A,MODEL_REQUIRED,main-14,200,af3adefb7352ee1417ab26179ff9faedf808694a4ea9f461ebc1131c734d7de0
BOE-B-2024-46238,2024-12-17,9434c0e120fb72da9f113782828c3712e4cd552ade9f2761ee3b42eb71f11ef8,2024,B,MODEL_REQUIRED,main-14,201,af4ae4699e354ea5c29a4c0b9072493e81b26ef3dfbb2b9d890f7cd7c695be50
BOE-B-2026-8301,2026-03-17,5df58136d99651b6124aeb2882edba5d8bf36802dc9d558a5a920330f7a3a947,2026,B,MODEL_REQUIRED,main-14,202,af4bddf29a28ba7b7cef96621dd215c84fb59bac22eafe7bd8a0a37204d58dc1
BOE-B-2025-4165,2025-02-07,04c1fa07b7bd552b0b9ad60f1f650ed8755265365df968ccb35ae1b098ea5aec,2025,B,MODEL_REQUIRED,main-14,203,af506dfb141a326668d403c9e993381e7f23c743858bc4d57875b89d2417a099
BOE-B-2025-35428,2025-10-02,62fc7609b1f226664a832efce4fe1a5d5323975c8a5eb9f8d53228cda6a6a514,2025,B,MODEL_REQUIRED,main-14,204,af6f4371b20bac1294e8d243b9bb0aa34660276a5f05f0cba665d5059d8f6e47
BOE-A-2025-3414,2025-02-20,255c3b278cfebbae63db2df378ecc04f0ee13df7e2f92d14967770292b3a31bb,2025,A,MODEL_REQUIRED,main-14,205,af8659ef701714d783b015d772d3b9b337b3ccaa7cc1a0ed712c77563c7dbfd7
BOE-B-2024-46211,2024-12-17,f1ddbb45e68346450f246f13cd176c4b6ee72e1790fc7959846204739a1e6fb0,2024,B,MODEL_REQUIRED,main-14,206,af88e14819384d35ab7d68ee899f6551acd1a44fbe14e8157a3aed97467b4d8b
BOE-A-2026-3468,2026-02-14,69620d38fe8be3bfee0eef0ac32ec30d79856b2ff9102bbfe22fa4d2c957b66e,2026,A,MODEL_REQUIRED,main-14,207,af9e09737986527b5c95c9843a7691eca6210dd365cdc1f25ffbc310d0b7cc63
BOE-B-2024-25130,2024-07-04,47562a41882a6cc3972c1cbfbb8b0ea107ca737febc043d747d2971a2971a588,2024,B,MODEL_REQUIRED,main-14,208,af9f7e6b0dde8eec6f13dff992119f973bdbb70191885e84bfbb06c0d2a9002d
BOE-B-2025-16407,2025-05-08,ec4e11319e2d247a9c38372cc85b0d45aa8b6a994350753b99617297c256fe4f,2025,B,MODEL_REQUIRED,main-14,209,afa3c887703138872bda26a4c188745f84573ea76267fb7a112b4034e38e52fa
BOE-B-2024-39307,2024-10-30,de3f101e5ea1102dd04b158db3b67ce3a33a533755a4ccc5c7e5f541208b8f3c,2024,B,MODEL_REQUIRED,main-14,210,afabbff98d93e1a3752ccc59852b9405785f8987d36850e933a5b7baf530873e
BOE-A-2024-1292,2024-01-23,44dfd0bda8984c5d184d936daca72d351049982323b2027244976cc9e23f1c8c,2024,A,MODEL_REQUIRED,main-14,211,afb681dd2c35e5fedfe0fca8f99469f93371a6fda0f01483d6b3a7739cbe1be3
BOE-B-2026-6542,2026-03-03,fb2b59225a9ff8718bf07f3e81c51b10ddca4ecae4ca99f9ed4e51c58466f7bf,2026,B,MODEL_REQUIRED,main-14,212,afbbdcc6c3afd87341a7440097e3e054608c75d482898a85d3ea275d0221282d
BOE-B-2024-246,2024-01-04,5dd28f63f81dcc36f9746b715c11dd5ae58e927001b9e3a96babe24c7c8e24b0,2024,B,MODEL_REQUIRED,main-14,213,afbdb146d3e597c9ee7e5e2f084add43018481721d4753a941d471e811521323
BOE-A-2025-23032,2025-11-13,6e3c91a3b1e77d37ab60acc173f5ba64cf4d45dd787953a9149ccf544e7dbe73,2025,A,MODEL_REQUIRED,main-14,214,afbebfbcd60d8c6c936802fc76d6416e4ac148ac858eb5971baa2b39f977beca
BOE-B-2025-35299,2025-10-01,75f1e7e013b7eef86d629e8efe95f23e505decfab95d54c9974367bfca84265e,2025,B,MODEL_REQUIRED,main-14,215,afc1e326591224b3873a991c903c614614ab6d2aaf292049b7b51965c5d0fa96
BOE-A-2024-14721,2024-07-17,0a00340405baa3c803c1f15ae7eab95876523197cd25f07e8935267f4d1c524b,2024,A,MODEL_REQUIRED,main-14,216,afc8d2539879e9b3b4e1a214b079e1dd1e036a8d26218ca5e89f970123fc68c8
BOE-A-2026-7427,2026-04-01,0f39b6d8b7b40c8ebc7035b1df07f2d4310425e56d3657f0e921c2742c118bbe,2026,A,MODEL_REQUIRED,main-14,217,afcc90a322c415b3991af1fc12342ea370027f51b6ce1f656f5873854a580c77
BOE-B-2024-39884,2024-11-04,259f92cfb97f6d9c8a371bc8ae0ca4081b9700431328ba3dca752682f93c0a4b,2024,B,MODEL_REQUIRED,main-14,218,afd5d3f04085b280e27188911310a01ad097c7f19f2e976247638bbd5f87cf01
BOE-B-2024-28499,2024-08-06,825972ff449a134d4b020b4efca97ccd7014828585a8ae3eeb910070c0ee8262,2024,B,MODEL_REQUIRED,main-14,219,afe4ea20557ff3440f7ab41dfbdb528bcecf80816f7a66458a56f6c0b6249fec
BOE-A-2024-16388,2024-08-07,65f84139bf2cbf008d71ee473a0c4771c18c9bda69a2bfa87c1a4a1176e8a96d,2024,A,MODEL_REQUIRED,main-14,220,b0051dd5b2e847abcad754016a65eed0753a42237f7a6fa070940afd7ce3246a
BOE-B-2025-45615,2025-12-09,f6cd45015f4dcc3ee86dc2a7a3d7d1e39c445097e80eeb46c9d0e46827dbd756,2025,B,MODEL_REQUIRED,main-14,221,b02a6486a9423c95cc5c38a41bd111293ee6bf3657bebef92ab32cb8ea15aeeb
BOE-B-2025-7720,2025-03-03,6c4075be535705dd3fcb3c99b9df295453d609b93d81cc072832d9b31cf144d2,2025,B,MODEL_REQUIRED,main-14,222,b03764df301fe6b112ab2d3064ecd52961380d3efe26351789e68c2e9cfc4d52
BOE-A-2025-15413,2025-07-24,54757970a55e14959e943579078800a010c240d1fe63196ba267333faa94308b,2025,A,MODEL_REQUIRED,main-14,223,b037e1efa8c684e8d979b7cd05833e39cc10bd2e9daaadf9ac9638103adc02d5
BOE-B-2024-3152,2024-01-30,06d9a1b02bedf62a1c5a51992aa9e0a6fd31aa436e3fc46672f154d5ddaa658b,2024,B,MODEL_REQUIRED,main-14,224,b04129bbbd4f95ab2c2fa73565f42452a4b5b4a6d19717f171817896a4317205
BOE-B-2025-29926,2025-08-19,4385054278dddd71f0abd4adc3afce67ad9e918649210e92cc594983c6e37203,2025,B,MODEL_REQUIRED,main-14,225,b04f277c27eff92db3d2d9c085b4fc79e48b87434d895610648ff6adf1ec4d7f
BOE-A-2024-21383,2024-10-18,43df12b6ab871bdfde12a6556894fc40597db16197bd09347907eb62d82b8af9,2024,A,MODEL_REQUIRED,main-14,226,b062e0743b52a61e6df1ce635096bdd06c20dd10f8ae18ecefaa1371585a5fbb
BOE-A-2024-9912,2024-05-16,97b7e1a4f8c5451ae1950601b4df15f3212de763567335ee1f86ed719d557689,2024,A,MODEL_REQUIRED,main-14,227,b0c0c9b70a6eeb342785d9fd17fd768147f728ca6b068288790e924fdecb7852
BOE-B-2025-16137,2025-05-06,95d4e29a1f036428048abcc126e68edba3561ebd27d4b67279af036247dd82d6,2025,B,MODEL_REQUIRED,main-14,228,b0d8e9ab94d6a50e3f643f2b0049fadb2a49f7ee59029c49a307f4a4499e2758
BOE-B-2025-17471,2025-05-14,9b02409b7f839c1f24d31cbfaf2cf927e814d33181dc6709b625828be9e25aa3,2025,B,MODEL_REQUIRED,main-14,229,b0ef1f0d59724262cda97df3c839da688efe4533fd1664916100dcbc70f5c0f8
BOE-A-2024-9991,2024-05-17,fc2ee8e274f855f38e264f078f280f57dda7f830e8fd592d87968831ddefe0b2,2024,A,MODEL_REQUIRED,main-14,230,b0efecea80ac317c00ea9f517195223b8a18a6a414c856aa14689fc00af4c42c
BOE-B-2026-20471,2026-06-16,b4d3b0ace8878973cc28af67712dce3f63d0ce3728ae9a07043f7b31d3ee50a3,2026,B,MODEL_REQUIRED,main-14,231,b108c2babb948841281194c7e27e01aa0a788f2c6710b359b1deb407abc00424
BOE-A-2025-25676,2025-12-15,780c5f4090fed5b715ee67ff3e32f433276336a78fac204714e0331d9bd6c003,2025,A,MODEL_REQUIRED,main-14,232,b10f0ddf5bb12823cc9b39fcfca3b2d45689dee06043ec4f2941816fba25e983
BOE-B-2025-9213,2025-03-14,3f8b49bf59f6728fa2fa31609d078f25ab80bc7effaa93c6684316d078c309c4,2025,B,MODEL_REQUIRED,main-14,233,b1156bb6cc9fc42a687bdfeeb85c9181e585e080b24aebd37cead77dd6cae860
BOE-B-2024-42608,2024-11-22,4a15d0dbda06f05b34425850c77b5f598c347d8d277ceca3722c765f32dee10a,2024,B,MODEL_REQUIRED,main-14,234,b121d75499cd3729127f723325624ebd411db4e554b71b058271f7cdae3d1947
BOE-B-2025-19536,2025-05-28,60a13358a96f13702201b03d45f511a2fc462e1e678dd62a8dbe4c5e85335510,2025,B,MODEL_REQUIRED,main-14,235,b12b4277a3926e2194def4fc87261fad47b197b51b9deb2588d5499635f19338
BOE-B-2025-47159,2025-12-20,6bc6ea915e62185121a709c916fa7e3451c7b584b8932dc7b371abab91f01cc4,2025,B,MODEL_REQUIRED,main-14,236,b14c632bb9d69d67b2cd2e673660aabe902ebd038ac08cde57adb3af35f361ed
